id,carat,cut,color,clarity,depth,table,x,y,z,price
158813,0.32,Ideal,G,VS1,62.0,55.0,4.37,4.42,2.72,624
160230,1.05,Very Good,F,SI2,62.8,58.0,6.41,6.46,4.03,4414
86635,1.04,Ideal,D,SI1,61.9,57.0,6.48,6.55,4.02,5543
137465,0.31,Good,D,SI1,60.4,64.0,4.35,4.38,2.63,567
110763,0.51,Ideal,E,SI2,62.6,56.0,5.09,5.13,3.2,1242
52917,0.27,Ideal,E,VS1,61.8,55.0,4.18,4.21,2.59,470
136809,0.75,Fair,F,SI2,64.7,59.0,5.69,5.75,3.67,2211
83582,0.51,Ideal,F,SI1,62.9,55.0,5.05,5.08,3.18,1352
133733,1.01,Good,G,VS2,63.6,56.0,6.38,6.34,4.05,5701
48332,0.52,Very Good,E,VS2,60.5,58.0,5.18,5.21,3.15,1677
104868,0.4,Ideal,F,VVS2,62.7,56.0,4.67,4.7,2.94,1007
143343,2.01,Very Good,H,VS2,62.3,61.0,8.04,7.99,5.0,18037
121593,0.52,Very Good,F,VVS2,63.1,57.0,5.11,5.13,3.23,2074
41780,0.3,Very Good,D,VS1,61.5,59.0,4.27,4.32,2.64,653
71165,0.75,Premium,E,VS2,59.7,60.0,5.93,5.87,3.52,2960
57274,0.51,Ideal,D,VS2,62.9,57.0,5.11,5.13,3.22,1784
157455,0.36,Ideal,D,VS1,62.5,56.0,4.55,4.52,2.83,1066
79820,1.01,Ideal,F,VS1,61.9,56.0,6.4,6.45,3.97,7253
13918,1.01,Premium,H,SI1,62.8,58.0,6.32,6.36,3.97,4274
105737,0.9,Very Good,F,VS2,61.5,61.0,6.16,6.19,3.8,4269
101849,0.43,Ideal,G,VS1,61.9,55.0,4.84,4.85,3.0,774
92514,0.34,Ideal,I,VS2,60.5,56.0,4.51,4.53,2.73,491
182653,1.27,Very Good,H,SI1,61.8,57.0,6.95,6.98,4.3,6352
170618,0.7,Premium,E,VS1,62.6,60.0,5.68,5.6,3.54,2737
17248,2.02,Very Good,H,VS2,62.6,55.0,8.08,8.03,5.05,18107
129846,0.31,Premium,H,VS2,60.4,60.0,4.39,4.37,2.65,628
51266,0.41,Very Good,D,SI1,60.3,56.0,4.84,4.81,2.91,1015
120698,1.06,Premium,D,SI1,60.1,61.0,6.65,6.63,3.99,5817
32020,0.3,Ideal,D,VS2,61.8,56.0,4.31,4.28,2.65,710
81046,0.28,Very Good,E,VS1,60.4,59.0,4.22,4.27,2.56,498
146945,0.51,Ideal,G,SI2,62.3,56.0,5.09,5.13,3.19,1139
47609,0.91,Ideal,D,SI2,62.0,55.0,6.19,6.24,3.85,3534
189515,0.9,Very Good,G,VS2,62.6,58.0,6.09,6.12,3.83,4309
153301,1.01,Ideal,E,SI2,61.8,56.0,6.43,6.46,3.99,5126
170665,0.34,Ideal,E,SI1,62.0,54.0,4.49,4.53,2.8,765
140232,0.34,Ideal,H,VVS1,62.1,57.0,4.48,4.51,2.79,1044
48002,1.27,Premium,D,SI2,60.5,58.0,6.97,7.04,4.21,6031
180433,0.7,Ideal,E,SI2,62.1,57.0,5.68,5.76,3.55,2190
123906,0.7,Ideal,E,SI2,61.4,56.0,5.77,5.75,3.53,2026
86209,0.31,Ideal,G,VS2,61.7,55.0,4.34,4.37,2.69,524
185389,1.52,Premium,G,VS1,62.8,60.0,7.31,7.26,4.58,12981
177116,1.02,Ideal,F,SI2,61.9,56.0,6.49,6.46,4.01,4449
26168,0.36,Ideal,E,VS2,61.2,57.0,4.59,4.55,2.8,694
140576,0.7,Premium,D,VS2,61.5,58.0,5.68,5.64,3.47,2802
161749,1.5,Premium,E,SI2,61.5,60.0,7.28,7.34,4.49,8100
75123,1.01,Good,F,SI2,63.8,59.0,6.36,6.32,4.03,4574
129901,2.22,Ideal,I,SI1,61.5,55.0,8.39,8.43,5.16,15934
90556,0.7,Premium,D,SI1,61.4,58.0,5.72,5.7,3.52,2338
145378,1.7,Ideal,F,SI1,62.4,56.0,7.68,7.63,4.79,12111
3356,2.0,Premium,G,SI1,60.6,61.0,8.12,8.08,4.91,18485
103886,0.3,Ideal,E,VS2,61.4,57.0,4.3,4.34,2.65,658
2739,1.5,Ideal,I,VS1,62.7,55.0,7.29,7.31,4.58,9526
43415,0.73,Premium,G,VS2,60.2,58.0,5.83,5.81,3.51,2770
188481,0.7,Good,H,SI1,61.3,62.0,5.68,5.72,3.5,2129
22355,0.55,Good,D,VS1,63.0,56.0,5.19,5.22,3.27,2066
61047,1.01,Ideal,E,SI1,62.3,57.0,6.47,6.44,4.02,5534
80427,0.33,Ideal,G,VVS1,62.1,54.0,4.47,4.49,2.78,838
148276,1.14,Very Good,E,SI2,60.4,57.0,6.73,6.79,4.09,4312
88716,1.7,Ideal,H,SI1,62.5,55.0,7.5,7.56,4.73,13950
143160,0.72,Good,E,SI1,63.7,57.0,5.69,5.67,3.61,2863
50141,0.72,Ideal,F,VS2,61.3,57.0,5.73,5.76,3.52,3478
38833,1.51,Premium,G,SI1,59.6,59.0,7.51,7.47,4.47,11627
47948,1.23,Ideal,G,VS2,62.5,56.0,6.83,6.84,4.27,8599
32796,0.54,Ideal,G,VS2,61.3,56.0,5.25,5.22,3.21,1637
159305,0.27,Very Good,F,VVS2,60.0,58.0,4.22,4.25,2.54,620
34772,0.75,Very Good,G,VS1,62.2,58.0,5.82,5.85,3.63,2803
86546,1.22,Ideal,D,SI2,61.7,57.0,6.93,6.83,4.25,5384
135458,0.71,Very Good,I,VS2,63.5,59.0,5.67,5.7,3.6,2155
8772,0.47,Very Good,G,SI2,63.3,58.0,4.98,4.94,3.14,992
96629,0.51,Ideal,D,VS2,62.7,57.0,5.13,5.1,3.21,1787
55992,0.33,Ideal,E,SI1,61.3,55.0,4.49,4.47,2.74,743
126847,0.33,Ideal,F,IF,62.3,56.0,4.39,4.43,2.75,1026
34622,0.4,Ideal,E,VS1,61.8,56.0,4.67,4.75,2.91,1053
16325,1.01,Premium,G,VS1,60.8,58.0,6.45,6.38,3.9,6499
63693,0.71,Very Good,G,VVS1,61.0,59.0,5.76,5.74,3.51,3816
142972,1.24,Premium,J,VS1,61.7,58.0,6.95,6.92,4.28,4920
27444,0.7,Ideal,H,VVS1,61.8,55.0,5.7,5.76,3.54,3167
160799,1.26,Ideal,G,VS2,61.2,56.0,7.02,6.97,4.28,9069
146069,0.33,Ideal,E,SI1,62.5,56.0,4.38,4.4,2.74,579
177134,0.41,Ideal,F,VVS1,61.9,56.0,4.78,4.77,2.96,1214
73998,0.9,Very Good,E,SI1,63.3,59.0,6.09,6.12,3.86,4165
125359,0.39,Ideal,G,IF,61.8,54.0,4.74,4.78,2.94,1200
78802,0.9,Premium,E,VS2,61.3,59.0,6.29,6.27,3.86,4439
64110,0.31,Ideal,F,VVS1,61.4,56.0,4.37,4.39,2.68,787
78033,0.8,Premium,H,VS1,62.4,59.0,5.98,5.94,3.7,3137
476,1.26,Very Good,G,VVS2,61.1,58.0,6.97,6.93,4.24,9658
37296,0.9,Premium,G,VS2,61.9,59.0,6.16,6.18,3.82,4406
39609,0.26,Ideal,E,VVS2,62.9,58.0,4.01,4.05,2.53,554
190657,0.31,Premium,G,VVS1,61.5,59.0,4.37,4.35,2.68,740
162129,0.33,Very Good,F,VS2,61.4,58.0,4.48,4.45,2.74,666
59460,0.57,Ideal,F,SI1,60.6,56.0,5.35,5.38,3.26,1850
15979,0.47,Premium,D,SI1,60.6,61.0,5.05,4.99,3.03,1273
7235,0.3,Ideal,F,VS1,62.0,54.0,4.3,4.34,2.68,621
89195,1.02,Very Good,D,SI2,62.6,60.0,6.39,6.43,4.01,4414
72735,0.52,Ideal,G,VS1,61.6,55.0,5.18,5.23,3.2,1595
153688,0.28,Ideal,I,VVS2,61.2,56.0,4.22,4.26,2.6,515
150148,0.32,Ideal,I,IF,62.1,56.0,4.39,4.44,2.74,715
127142,0.53,Ideal,D,VS2,61.5,57.0,5.23,5.25,3.22,2270
56160,0.3,Ideal,E,SI1,61.7,55.0,4.35,4.38,2.69,526
132004,0.4,Ideal,G,SI1,61.6,56.0,4.77,4.75,2.93,770
52646,0.24,Very Good,G,VVS1,63.9,59.0,3.96,3.99,2.54,559
93073,0.32,Premium,E,SI1,59.5,55.0,4.49,4.52,2.69,672
173453,0.4,Premium,D,SI1,62.0,60.0,4.67,4.72,2.91,898
144973,1.03,Ideal,G,VVS1,62.5,57.0,6.46,6.48,4.04,9587
54373,1.24,Premium,H,SI1,61.8,58.0,6.89,6.97,4.28,6468
96647,0.3,Premium,E,VVS1,61.2,59.0,4.31,4.33,2.64,858
82761,0.85,Fair,I,VS1,60.3,56.0,6.38,6.32,3.84,2909
80072,1.0,Premium,D,VS1,62.8,59.0,6.4,6.34,4.01,9013
166804,0.8,Premium,F,VS1,62.3,58.0,5.97,5.93,3.7,4144
90388,0.71,Premium,D,VS2,60.6,58.0,5.79,5.81,3.51,2893
69705,1.27,Ideal,H,VS2,61.5,59.0,6.97,6.91,4.27,7072
163250,1.04,Premium,H,VS2,58.4,62.0,6.68,6.61,3.88,4816
99644,0.56,Premium,E,SI1,61.3,58.0,5.26,5.3,3.24,1629
141998,1.21,Premium,G,VS2,59.5,58.0,7.01,6.97,4.15,8022
103991,1.03,Ideal,F,VS2,62.5,56.0,6.43,6.46,4.03,6759
168940,0.4,Premium,H,VVS1,62.1,58.0,4.71,4.74,2.93,946
179225,1.64,Ideal,F,VS2,61.5,57.0,7.6,7.56,4.67,17605
66653,0.3,Ideal,F,IF,62.3,55.0,4.33,4.36,2.71,886
48981,0.35,Premium,E,SI2,61.6,58.0,4.56,4.53,2.79,630
146852,2.13,Very Good,G,SI2,60.3,60.0,8.41,8.37,5.05,18108
80044,0.56,Ideal,D,SI1,61.4,57.0,5.29,5.34,3.25,1651
155565,0.91,Good,E,SI1,60.6,61.0,6.25,6.27,3.78,4712
7520,1.02,Premium,D,SI1,62.7,59.0,6.43,6.39,4.01,5987
82746,1.0,Premium,F,SI2,59.3,59.0,6.44,6.42,3.83,4686
145622,0.85,Good,I,VS1,62.0,62.0,6.0,6.09,3.74,3054
86984,0.73,Very Good,F,SI1,60.5,59.0,5.82,5.86,3.52,2797
49405,0.5,Fair,E,SI1,64.9,58.0,4.98,4.94,3.19,1098
99035,0.7,Premium,F,SI1,60.7,61.0,5.75,5.7,3.47,2501
112451,0.52,Ideal,D,VS2,61.8,55.0,5.17,5.14,3.19,1835
97112,0.46,Fair,E,VS2,66.1,56.0,4.83,4.87,2.79,943
95295,2.01,Ideal,F,SI2,61.9,54.0,8.12,8.16,5.03,18578
68245,0.5,Good,D,SI1,63.1,55.0,5.03,5.06,3.19,1438
177647,1.0,Premium,J,SI1,58.1,60.0,6.58,6.53,3.8,3991
37428,1.01,Premium,E,I1,62.1,59.0,6.44,6.37,3.98,3030
83877,0.9,Premium,G,SI2,61.4,57.0,6.23,6.19,3.81,3295
24392,1.51,Very Good,J,SI2,63.1,58.0,7.29,7.19,4.56,6513
24647,0.7,Very Good,G,VS2,61.5,56.0,5.7,5.73,3.52,2591
64473,1.01,Ideal,G,VS1,62.9,58.0,6.34,6.44,4.02,6499
108391,0.3,Ideal,H,SI1,60.8,56.0,4.34,4.37,2.65,506
151284,0.32,Ideal,D,VVS1,62.2,56.0,4.41,4.43,2.75,1067
144114,0.56,Ideal,E,SI1,61.4,57.0,5.35,5.32,3.27,1694
102089,0.5,Very Good,E,VS2,61.5,56.0,5.08,5.12,3.13,1566
105394,1.08,Premium,H,SI2,62.7,58.0,6.53,6.57,4.1,3852
76707,0.31,Very Good,F,VVS2,58.4,61.0,4.44,4.48,2.63,736
42732,1.01,Good,F,SI2,63.7,57.0,6.33,6.38,4.05,4560
67093,0.32,Ideal,G,VVS1,63.0,57.0,4.33,4.36,2.74,842
99770,0.34,Ideal,E,SI1,61.4,56.0,4.5,4.52,2.77,596
188841,2.02,Premium,F,SI2,62.1,59.0,8.11,8.06,5.02,15312
57941,1.01,Ideal,E,VS2,61.1,57.0,6.44,6.47,3.95,7426
162648,0.3,Very Good,D,SI2,63.2,56.0,4.33,4.31,2.73,856
106638,0.32,Premium,D,SI1,62.2,58.0,4.42,4.39,2.74,613
33865,0.6,Ideal,F,VS1,61.8,56.0,5.39,5.44,3.35,2278
49562,0.32,Ideal,D,VS1,61.9,55.0,4.41,4.44,2.74,967
125038,1.15,Very Good,G,SI1,62.1,60.0,6.68,6.71,4.16,5281
1517,0.41,Ideal,D,VS2,61.9,54.0,4.76,4.79,2.95,1007
119138,0.35,Ideal,I,IF,61.3,56.0,4.55,4.57,2.79,891
82238,0.42,Premium,H,VS1,62.4,59.0,4.77,4.79,2.98,1040
159612,1.21,Premium,D,SI1,62.0,58.0,6.76,6.82,4.21,7280
6420,1.01,Premium,E,SI2,60.4,62.0,6.49,6.46,3.92,3832
169440,0.9,Ideal,H,VS2,61.9,56.0,6.19,6.22,3.84,4273
69738,0.33,Ideal,E,VVS2,62.6,53.0,4.42,4.46,2.78,791
109515,1.06,Ideal,E,VS1,61.7,57.0,6.53,6.55,4.04,7762
68096,0.34,Premium,E,VS1,60.5,58.0,4.5,4.53,2.73,1020
44031,1.0,Premium,H,SI1,61.2,60.0,6.4,6.48,3.94,4788
111283,0.7,Ideal,H,VS2,61.7,54.0,5.68,5.72,3.51,2138
175824,0.5,Premium,E,VS2,61.4,59.0,5.09,5.14,3.14,1713
107942,0.4,Ideal,I,SI1,62.0,54.0,4.74,4.76,2.95,616
92568,0.72,Ideal,G,VVS2,61.3,56.0,5.76,5.8,3.54,3804
54614,1.51,Premium,I,SI1,59.4,59.0,7.45,7.4,4.41,8258
192923,1.51,Premium,G,VS2,61.8,59.0,7.38,7.25,4.52,12308
188088,1.51,Premium,G,VS2,61.5,59.0,7.39,7.28,4.51,12686
15994,1.5,Very Good,E,VS2,63.4,56.0,7.25,7.29,4.61,13299
175006,1.2,Premium,E,SI2,62.4,57.0,6.76,6.7,4.2,5250
76667,0.56,Very Good,H,VS2,62.5,55.1,5.23,5.28,3.28,1569
129757,1.02,Very Good,E,SI1,61.0,59.0,6.46,6.53,3.97,4785
92338,0.82,Ideal,H,SI2,61.3,56.0,6.07,6.09,3.72,2239
32484,0.4,Ideal,H,VS2,62.2,54.0,4.74,4.71,2.94,807
49229,0.52,Ideal,D,VS2,60.4,57.0,5.21,5.25,3.16,1851
128167,0.71,Ideal,F,VS2,62.2,57.0,5.73,5.78,3.58,2850
93860,1.51,Very Good,I,SI1,62.8,56.0,7.25,7.3,4.57,7928
132596,0.71,Premium,F,SI1,61.6,56.0,5.75,5.73,3.53,2581
26600,0.31,Ideal,H,VS2,61.9,54.0,4.33,4.36,2.69,472
137948,0.54,Ideal,H,VS1,61.3,57.0,5.22,5.27,3.21,1637
145068,0.41,Very Good,I,VVS2,63.4,58.0,4.74,4.71,3.0,969
188238,1.01,Very Good,H,SI1,63.2,60.0,6.34,6.39,4.02,4368
44811,1.01,Premium,D,VS2,61.6,58.0,6.43,6.5,3.98,7487
30236,1.64,Ideal,G,VS2,61.2,56.0,7.57,7.59,4.63,14084
130205,1.5,Ideal,I,VVS2,62.1,57.0,7.35,7.26,4.53,10982
98488,1.5,Premium,H,VS1,62.0,58.0,7.31,7.35,4.55,12060
130762,0.71,Very Good,I,SI1,62.9,57.0,5.64,5.67,3.56,1698
140102,1.01,Good,D,VS1,64.2,57.0,6.33,6.37,4.07,7215
173994,0.7,Ideal,G,VS1,61.9,55.0,5.68,5.74,3.53,2573
72293,0.4,Ideal,D,VS2,61.5,55.0,4.72,4.74,2.91,1022
154723,1.2,Very Good,I,SI1,64.3,56.0,6.61,6.55,4.28,5866
57544,2.13,Very Good,J,SI2,61.0,60.0,8.26,8.21,5.02,12502
15880,1.51,Good,H,VS2,63.7,55.0,7.29,7.32,4.67,9548
56638,0.41,Ideal,E,VS1,62.9,57.0,4.69,4.72,2.96,1079
191276,0.3,Ideal,F,VS1,62.3,53.0,4.26,4.29,2.67,787
178282,0.87,Very Good,J,SI1,63.3,56.0,6.07,6.11,3.86,2404
104933,1.02,Premium,H,SI1,62.8,59.0,6.4,6.36,4.01,4842
89219,0.34,Ideal,E,VS2,61.8,54.9,4.49,4.52,2.78,844
43400,0.33,Ideal,H,VS2,61.9,55.0,4.46,4.48,2.77,649
4862,0.41,Ideal,D,VS2,61.2,57.0,4.82,4.79,2.94,983
87023,1.01,Very Good,G,SI2,62.1,61.0,6.34,6.39,3.96,3950
68119,0.7,Premium,G,VS2,62.1,58.0,5.69,5.66,3.53,2453
31957,1.53,Premium,D,SI1,62.7,58.0,7.44,7.32,4.63,12078
124253,0.9,Ideal,I,VS2,60.3,57.0,6.33,6.29,3.79,4002
98374,0.29,Very Good,F,VS1,61.3,56.0,4.28,4.3,2.63,707
72103,0.48,Ideal,F,VVS2,61.8,55.0,5.06,5.07,3.13,1850
155708,0.32,Very Good,H,VS1,61.8,55.0,4.37,4.42,2.71,524
83907,0.79,Ideal,F,SI1,62.6,55.0,5.87,5.9,3.69,2728
130757,0.61,Very Good,D,SI1,60.6,61.0,5.43,5.51,3.3,1773
12699,1.7,Very Good,H,VS2,59.8,60.0,7.78,7.73,4.63,11081
78227,1.69,Ideal,E,SI2,62.6,59.0,7.59,7.54,4.73,10317
159037,0.9,Premium,F,VS2,59.5,62.0,6.23,6.26,3.73,3881
34025,0.9,Good,G,SI1,64.2,58.0,6.12,6.03,3.9,3307
14503,0.91,Ideal,E,SI1,61.7,57.0,6.21,6.26,3.85,4278
100511,1.01,Very Good,G,VS2,62.8,63.0,6.33,6.38,3.99,5777
24243,1.0,Ideal,E,SI2,62.8,57.0,6.31,6.37,3.98,4138
34015,1.03,Ideal,G,SI2,62.0,55.0,6.49,6.45,4.01,4453
141263,1.5,Ideal,F,VS2,60.1,60.0,7.38,7.33,4.41,13757
68529,0.32,Ideal,G,SI2,61.7,56.0,4.36,4.38,2.7,612
69213,1.02,Very Good,G,VVS1,62.8,59.0,6.38,6.43,4.03,7991
175039,0.3,Ideal,G,VVS2,62.0,55.0,4.3,4.34,2.68,684
34382,1.51,Premium,G,VS1,62.6,58.0,7.32,7.3,4.58,15134
137676,0.58,Ideal,E,VS1,60.7,56.0,5.37,5.4,3.27,2489
144466,1.01,Ideal,H,VS2,62.4,57.0,6.38,6.41,3.99,5186
117432,1.0,Good,H,SI2,63.4,58.0,6.32,6.37,4.02,4113
144803,0.32,Premium,E,VS2,60.9,60.0,4.41,4.46,2.7,702
120499,0.33,Premium,G,VS1,61.9,58.0,4.38,4.45,2.73,666
49815,1.7,Very Good,J,VS1,62.4,59.0,7.56,7.6,4.75,9572
135354,1.16,Premium,G,VS2,59.6,59.0,6.87,6.83,4.08,6492
68345,0.9,Ideal,I,VS2,61.7,57.0,6.21,6.18,3.83,4043
156153,0.71,Ideal,I,SI1,61.6,56.0,5.73,5.76,3.54,2054
86097,1.04,Ideal,H,I1,58.6,56.0,6.64,6.67,3.9,3278
50008,1.22,Premium,H,VS2,62.3,60.0,6.83,6.79,4.24,6987
53296,0.29,Good,D,SI1,64.2,55.0,4.2,4.24,2.69,414
67417,2.52,Premium,J,SI2,62.4,58.0,8.7,8.58,5.36,13702
75639,0.91,Premium,E,SI1,62.2,61.0,6.19,6.16,3.84,3961
17449,0.72,Ideal,G,VVS2,62.7,56.0,5.72,5.75,3.59,3257
30340,1.17,Ideal,I,VS1,62.3,55.0,6.77,6.79,4.23,7162
65355,0.31,Ideal,F,VS1,62.2,54.0,4.32,4.36,2.7,642
39120,0.3,Ideal,D,VS2,59.7,58.0,4.38,4.43,2.63,670
41245,0.32,Ideal,G,VS1,62.0,56.0,4.39,4.41,2.73,645
6009,0.52,Ideal,E,SI1,62.6,53.0,5.19,5.17,3.25,1598
79535,0.77,Good,I,VS2,64.0,56.0,5.79,5.82,3.72,2270
141599,0.75,Ideal,D,SI2,62.8,54.0,5.82,5.77,3.64,2855
149731,0.31,Premium,G,VVS1,61.6,58.0,4.33,4.36,2.68,789
120033,0.7,Very Good,D,VS1,62.4,59.0,5.64,5.71,3.54,2743
140151,0.51,Very Good,H,SI2,61.6,57.0,5.16,5.19,3.19,1195
15538,2.01,Premium,H,SI2,62.2,58.0,8.06,8.11,5.04,11830
45509,2.03,Very Good,F,SI2,61.3,60.0,8.21,8.13,5.01,18306
154903,0.41,Premium,E,VS1,61.8,55.0,4.77,4.74,2.94,1179
85276,1.03,Premium,G,VS2,62.3,56.0,6.5,6.41,4.02,6479
73441,1.02,Very Good,E,SI2,63.2,58.0,6.39,6.35,4.02,4611
164332,0.3,Very Good,E,VVS2,62.0,59.0,4.19,4.23,2.62,684
111191,1.51,Premium,I,SI1,59.1,60.0,7.48,7.45,4.41,8840
39758,1.21,Very Good,H,VS2,62.3,60.0,6.79,6.67,4.19,4936
176335,0.96,Fair,G,SI1,66.0,58.0,6.06,6.01,4.01,3457
134694,0.52,Ideal,G,VS1,61.8,55.0,5.2,5.22,3.22,1624
124837,0.7,Ideal,H,IF,60.3,57.0,5.79,5.82,3.5,3457
129153,1.5,Ideal,I,SI1,61.7,60.0,7.31,7.37,4.53,8426
102691,0.35,Ideal,D,VS2,61.4,56.0,4.6,4.56,2.81,1063
74609,1.04,Ideal,G,IF,61.2,56.0,6.57,6.59,4.02,9030
16360,0.7,Very Good,E,VS1,61.7,55.0,5.66,5.73,3.51,2800
130232,1.11,Very Good,G,VS2,63.1,56.0,6.64,6.59,4.16,7096
125598,0.3,Ideal,H,VVS1,62.3,57.0,4.27,4.33,2.68,752
141896,0.7,Fair,G,SI2,64.8,61.0,5.53,5.64,3.61,2029
156170,0.81,Ideal,F,SI1,61.9,55.0,5.96,5.99,3.7,3210
110473,0.76,Ideal,F,VVS2,61.7,56.0,5.82,5.85,3.6,3784
111564,0.53,Ideal,G,VVS2,61.2,56.0,5.23,5.28,3.22,1948
81446,0.51,Very Good,H,VS2,60.6,56.0,5.16,5.19,3.14,1359
167413,1.51,Ideal,G,VS1,60.0,56.0,7.38,7.46,4.45,13027
176473,1.05,Ideal,I,VS1,60.8,57.0,6.55,6.61,4.0,5555
188974,0.33,Ideal,G,VVS2,61.9,56.0,4.44,4.42,2.74,965
26108,0.33,Very Good,H,VS1,60.8,56.0,4.45,4.48,2.72,579
189959,0.56,Ideal,H,VS1,61.9,57.0,5.33,5.27,3.28,1698
161403,0.71,Very Good,F,VS2,62.8,58.0,5.64,5.69,3.56,2363
148855,0.93,Ideal,E,SI2,61.8,54.0,6.25,6.29,3.87,4860
89089,1.55,Ideal,G,VS1,63.0,55.0,7.38,7.33,4.62,16339
20375,0.33,Ideal,E,SI1,61.3,56.0,4.46,4.49,2.75,592
88633,1.01,Premium,E,SI2,62.5,58.0,6.37,6.34,3.96,4286
25368,0.71,Ideal,H,VS2,60.9,55.0,5.74,5.79,3.52,2520
54785,1.22,Premium,F,VS2,62.7,58.0,6.83,6.79,4.27,9016
16260,0.55,Ideal,F,VVS2,60.9,56.0,5.29,5.32,3.23,2423
182201,0.59,Ideal,D,VS1,61.6,56.0,5.39,5.43,3.33,2294
134668,1.16,Ideal,E,VS1,61.7,57.0,6.74,6.75,4.16,9075
172540,0.43,Ideal,I,SI1,62.9,55.0,4.79,4.77,3.01,914
110040,0.23,Premium,E,SI1,61.8,61.0,3.89,3.92,2.41,326
111115,1.1,Premium,H,SI1,62.3,58.0,6.57,6.53,4.08,5090
17153,0.35,Ideal,E,VVS1,61.6,55.0,4.56,4.58,2.81,1044
107199,0.4,Very Good,H,VVS2,61.1,56.0,4.78,4.81,2.93,1053
165411,0.92,Ideal,G,SI1,62.9,57.0,6.18,6.14,3.87,3945
39522,1.51,Premium,G,VS2,62.7,61.0,7.28,7.22,4.54,10851
187838,1.21,Ideal,H,SI1,61.3,56.0,6.87,6.89,4.22,6976
38989,0.5,Ideal,G,VS2,63.0,57.0,5.02,5.05,3.17,1426
99512,0.7,Ideal,D,SI2,61.6,54.0,5.71,5.74,3.52,2561
37899,1.15,Ideal,G,SI2,62.7,56.0,6.73,6.66,4.21,4937
90741,1.6,Premium,F,SI1,59.8,58.0,7.58,7.52,4.5,12970
178922,0.4,Ideal,E,VS2,61.1,56.0,4.79,4.75,2.91,1031
123414,0.27,Very Good,G,VVS2,61.4,56.0,4.12,4.16,2.54,504
141262,1.01,Very Good,D,VS1,61.0,61.0,6.44,6.49,3.94,7441
63467,0.41,Premium,D,VVS2,60.9,59.0,4.76,4.79,2.91,1164
41453,1.01,Ideal,F,SI2,62.3,56.0,6.43,6.35,3.98,4179
117064,0.73,Ideal,F,SI1,62.3,57.0,5.77,5.74,3.58,2607
96463,0.75,Ideal,J,VS2,61.9,55.0,5.87,5.84,3.63,1944
72845,1.03,Fair,G,SI1,68.3,61.0,6.02,5.93,4.13,3871
130496,1.2,Ideal,I,SI1,62.6,56.0,6.74,6.79,4.24,5315
18226,0.3,Premium,D,SI2,60.1,58.0,4.36,4.38,2.62,452
113134,0.53,Ideal,E,SI1,61.7,55.0,5.21,5.24,3.22,1422
57991,0.4,Ideal,D,SI2,61.9,56.0,4.75,4.73,2.93,855
171913,0.33,Ideal,I,VVS2,61.1,56.0,4.47,4.45,2.72,579
9704,0.32,Very Good,G,VVS2,63.1,56.0,4.4,4.38,2.77,739
121845,0.7,Good,F,VVS2,63.7,54.0,5.56,5.58,3.56,3267
148292,0.53,Ideal,E,SI1,61.7,55.0,5.18,5.21,3.21,1443
71092,0.3,Good,G,VS2,63.7,57.0,4.23,4.26,2.71,447
129692,0.41,Ideal,D,VS2,62.5,56.0,4.75,4.77,2.97,1007
73207,1.01,Ideal,H,SI1,61.6,59.0,6.47,6.4,3.96,4969
52864,1.01,Premium,D,SI2,62.9,59.0,6.37,6.33,3.99,4588
131240,0.41,Ideal,E,VS1,62.4,55.0,4.73,4.76,2.96,1089
140985,0.9,Ideal,H,SI1,61.8,56.0,6.18,6.22,3.83,3921
32269,0.41,Ideal,E,VVS2,62.5,56.0,4.74,4.77,2.97,1101
165127,0.34,Ideal,G,VS2,61.8,55.0,4.48,4.47,2.77,596
112275,0.75,Ideal,D,VS1,60.9,56.0,5.85,5.89,3.57,3375
30951,0.71,Ideal,E,VS2,61.7,56.0,5.73,5.76,3.54,3183
43081,1.01,Good,I,VS1,64.3,56.0,6.34,6.31,4.06,4199
120729,0.33,Premium,F,VS2,60.1,58.0,4.5,4.47,2.7,854
102889,0.52,Ideal,G,VS2,61.9,57.0,5.15,5.11,3.18,1598
55150,0.3,Good,G,VS1,63.1,58.0,4.24,4.27,2.69,605
33744,0.53,Very Good,D,VS2,60.9,59.0,5.19,5.24,3.18,1662
98414,2.03,Very Good,I,SI2,63.5,58.0,7.94,8.05,5.08,13016
14353,0.56,Ideal,F,VS2,62.2,56.0,5.28,5.33,3.3,1721
181429,0.71,Ideal,H,VS2,61.0,56.0,5.77,5.75,3.51,2770
144212,0.31,Very Good,D,VS2,62.7,54.0,4.36,4.38,2.74,781
54309,0.31,Premium,D,SI1,59.4,60.0,4.4,4.44,2.63,635
71415,1.51,Premium,J,VS2,62.9,58.0,7.27,7.24,4.57,8299
170514,1.01,Premium,F,VS2,62.0,59.0,6.47,6.42,4.0,6957
186500,0.55,Ideal,D,VS2,61.8,57.0,5.26,5.28,3.26,1955
30721,0.39,Ideal,D,VS2,61.5,56.0,4.74,4.77,2.92,967
42095,0.41,Ideal,F,VS1,61.3,57.0,4.8,4.77,2.94,1020
41754,0.55,Very Good,E,SI1,62.2,57.0,5.17,5.21,3.23,1316
122506,0.7,Ideal,E,SI1,61.8,56.0,5.69,5.73,3.53,2407
140608,1.07,Very Good,G,VS1,62.6,58.0,6.49,6.5,4.06,6822
162367,1.03,Ideal,G,VS2,61.3,56.0,6.52,6.56,4.01,6906
175071,0.53,Premium,F,VS2,60.0,58.0,5.24,5.28,3.16,1847
